feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
IMP.and.Xanthine.conversion.to.XMP.and.GMP.module	Timepoint	treatment	-0.000116350821443705	0.000139490659540519	11	11	0.444268687268413	0.999075791261131
Translation.elongation.factors..bacterial	Timepoint	treatment	-9.57342211521729e-05	0.000107591893888188	11	11	0.420902317999086	0.999075791261131
Ribonucleotide.reduction	Timepoint	treatment	3.8577609513404e-05	0.000264070806459633	11	11	0.889523164047763	0.999075791261131
Riboflavin..FMN.and.FAD.metabolism.with.fusion.events	Timepoint	treatment	-0.000256015492366381	0.000267161586457269	11	11	0.386901975670768	0.999075791261131
DNA.repair..UvrABC.system	Timepoint	treatment	-3.1669515600662e-05	0.00015855710296861	11	11	0.850532131740288	0.999075791261131
Antibiotic.targets.in.cell.wall.biosynthesis	Timepoint	treatment	2.24584724888887e-05	0.000191524843894864	11	11	0.911350551410112	0.999075791261131
Phenylalanine.and.Tyrosine.synthesis.1	Timepoint	treatment	-3.00119609137872e-05	0.000183456750714405	11	11	0.873667441200772	0.999075791261131
Metabolite.repair	Timepoint	treatment	0.000153404994036358	0.000181007472164443	11	11	0.44780121724724	0.999075791261131
Thiamin..thiazole..hydroxymethylpyrimidine.salvage.and.uptake	Timepoint	treatment	-6.36966390667842e-05	7.66225014365238e-05	11	11	0.452089393293486	0.999075791261131
Anaerobic.module.of.TCA	Timepoint	treatment	-0.000382522935020987	0.000257603033711737	11	11	0.171721212714399	0.999075791261131
Macromolecular.synthesis.operon	Timepoint	treatment	-0.000299007137560573	0.000179422139091337	11	11	0.156756203823377	0.999075791261131
Resistance.to.Daptomycin	Timepoint	treatment	-2.46745675488044e-05	0.000175774562773097	11	11	0.89145424271452	0.999075791261131
Translation.initiation.factors..bacterial	Timepoint	treatment	0.000113158665201041	8.03001101173636e-05	11	11	0.22904221987897	0.999075791261131
Queuosine.and.archaeosine	Timepoint	treatment	0.00030296540912469	9.64763836303657e-05	11	11	0.0347791635151468	0.999075791261131
S.Adenosyl.L.homocysteine.recycling	Timepoint	treatment	-3.80265690622005e-05	0.000112448764818808	11	11	0.742991398227224	0.999075791261131
Type.I.restriction.modification.systems	Timepoint	treatment	-0.000163634744500654	0.000422840645265058	11	11	0.717164674022243	0.999075791261131
X5.methylaminomethyl.2.thiouridine	Timepoint	treatment	7.92598863422177e-05	0.000281396767244951	11	11	0.784568858177915	0.999075791261131
Antibiotic.targets.in.protein.synthesis	Timepoint	treatment	0.000119924134298138	0.000253822555009866	11	11	0.647836482843353	0.999075791261131
tRNA.aminoacylation..Asn	Timepoint	treatment	1.55417816119295e-05	0.00010149356100874	11	11	0.884684161742372	0.999075791261131
DNA.repair..bacterial.MutHLS.system	Timepoint	treatment	5.13724368545144e-05	0.000234556537228501	11	11	0.835133180544342	0.999075791261131
Bacterial.checkpoint.control.related.cluster	Timepoint	treatment	-2.8537858135673e-07	8.43681003492861e-05	11	11	0.997456543625375	0.999075791261131
V.Type.ATP.synthase	Timepoint	treatment	0.000435793768655694	0.000344830529732631	11	11	0.238056325505645	0.999075791261131
Sporulation.proteins.SpoVA.cluster	Timepoint	treatment	-0.000157535366330814	9.89653795559558e-05	11	11	0.185495537717451	0.999075791261131
Signal.peptidase	Timepoint	treatment	-2.81109129601994e-05	5.62254306153743e-05	11	11	0.629092992554571	0.999075791261131
Proline.Synthesis	Timepoint	treatment	-6.34509823929696e-05	6.22736171805667e-05	11	11	0.362946382898978	0.999075791261131
Dpp.dipeptide.ABC.transport.system	Timepoint	treatment	-3.31535331131815e-05	0.00133503928974047	11	11	0.981188055707531	0.999075791261131
Aspartate.to.Threonine.Module	Timepoint	treatment	8.25788861423566e-05	0.000185062883677447	11	11	0.665980205282766	0.999075791261131
Sporulation.proteins.SigEG.cluster	Timepoint	treatment	-7.42838813567989e-05	0.00014571124901851	11	11	0.63908801256271	0.999075791261131
Utilization.systems.for.glycans.and.polysaccharides..PULs..SUS.	Timepoint	treatment	0.00538116199933813	0.00689104169590278	11	11	0.454914283688132	0.999075791261131
N.acetylneuraminate.utilization	Timepoint	treatment	-0.000358900203357237	0.000204274286425652	11	11	0.151844252690696	0.999075791261131
Tryptophan.synthesis	Timepoint	treatment	-6.2288629418271e-05	0.000138198964679852	11	11	0.676679932085228	0.999075791261131
Protein.chaperones	Timepoint	treatment	2.72262919588867e-05	0.000133928264457246	11	11	0.847042832906909	0.999075791261131
Flagellum	Timepoint	treatment	-0.000819965910956962	0.000706731919136898	11	11	0.30388919564426	0.999075791261131
Cobalamin.synthesis..Precorin.2.to.Cob.II.yrinate.a.c.diamide..anaerobic	Timepoint	treatment	-8.00929935072911e-05	0.000177224571392232	11	11	0.671624464528962	0.999075791261131
Xanthine.dehydrogenase.subunits	Timepoint	treatment	-0.000678907744867408	0.000303973921198778	11	11	0.0892569243236823	0.999075791261131
Cell.division.related.cluster.including.coaD	Timepoint	treatment	0.000114688819335945	0.000154288302548989	11	11	0.497256806166238	0.999075791261131
dTDP.rhamnose.synthesis....gjo	Timepoint	treatment	7.02152577081073e-05	0.000259309077677081	11	11	0.798418257441169	0.999075791261131
Antibiotic.targets.in.metabolic.pathways	Timepoint	treatment	4.46245296807843e-05	0.000213660517513508	11	11	0.84358010973715	0.999075791261131
Biogenesis.of.c.type.cytochromes	Timepoint	treatment	-8.96894249461118e-05	0.000134097784188012	11	11	0.535198046974538	0.999075791261131
Magnesium.transport	Timepoint	treatment	-0.000269675460367949	0.000137472696172777	11	11	0.120697505312835	0.999075791261131
Metal.chelatases	Timepoint	treatment	-0.000143435666926943	0.00014722784693131	11	11	0.384645420739512	0.999075791261131
tRNA.aminoacylation..Gln	Timepoint	treatment	0.000101399906841818	0.000237991336129921	11	11	0.680068664011953	0.999075791261131
tRNA.thiolation	Timepoint	treatment	4.76635665621142e-06	5.88154043778197e-05	11	11	0.939168869231774	0.999075791261131
Pyruvate.Alanine.Serine.Interconversions	Timepoint	treatment	-0.000126366334866843	0.000103274555854111	11	11	0.283834245346613	0.999075791261131
RuvABC.plus.a.hypothetical	Timepoint	treatment	0.000134336656805864	7.35617739319994e-05	11	11	0.141656885656755	0.999075791261131
Fe.S.cluster.assembly	Timepoint	treatment	-3.69145238312889e-05	0.0001940769735801	11	11	0.857568560788439	0.999075791261131
DNA.repair..bacterial.UvrD.and.related.helicases	Timepoint	treatment	-2.02830392848726e-05	0.000306429245927458	11	11	0.948672346452822	0.999075791261131
Chaperones.GroEL.GroES.and.Thermosome	Timepoint	treatment	4.64623505096437e-05	8.9949159864303e-05	11	11	0.630408255286699	0.999075791261131
Coenzyme.A.Biosynthesis.cluster	Timepoint	treatment	6.62584786496404e-05	0.000208587803943318	11	11	0.763934509214769	0.999075791261131
DNA.repair..bacterial.SbcCD.exonuclease	Timepoint	treatment	0.000170196189959286	0.000103362548607082	11	11	0.193779327866016	0.999075791261131
Glutamine.synthetases	Timepoint	treatment	4.29856559747622e-05	0.000101518124231606	11	11	0.689167083625716	0.999075791261131
Trk.and.Ktr.potassium.uptake.systems	Timepoint	treatment	5.99730763764027e-05	0.000125624290530462	11	11	0.664040491888491	0.999075791261131
Pyruvate.metabolism.II..acetyl.CoA..acetogenesis.from.pyruvate	Timepoint	treatment	-5.45877173417399e-05	9.41604400092573e-05	11	11	0.591816755164729	0.999075791261131
Potassium.transporting.ATPase	Timepoint	treatment	2.70868442326723e-05	0.000172019790830499	11	11	0.881660453447638	0.999075791261131
Hfl.operon	Timepoint	treatment	-6.22034817133498e-05	0.000133202190218765	11	11	0.661902214559229	0.999075791261131
tRNA.aminoacylation..Pro	Timepoint	treatment	0.000102674255426516	8.49488960850579e-05	11	11	0.284513716791901	0.999075791261131
Molybdenum.cofactor.biosynthesis	Timepoint	treatment	-3.61602499363128e-05	0.000116906274503447	11	11	0.772707194679904	0.999075791261131
Replication.associated.recombination.protein.RarA	Timepoint	treatment	9.38316378233235e-05	0.000152934555819207	11	11	0.567423771682138	0.999075791261131
Arginine.biosynthesis	Timepoint	treatment	3.62002100393767e-05	8.31007220036634e-05	11	11	0.685168071739947	0.999075791261131
Two.cell.division.clusters.relating.to.chromosome.partitioning	Timepoint	treatment	-4.04782676137657e-05	0.000322335166562156	11	11	0.905123243776254	0.999075791261131
Fermentations..Lactate	Timepoint	treatment	-0.000202391036098601	0.000311510628171412	11	11	0.546554396623342	0.999075791261131
Adenosyl.nucleosidases	Timepoint	treatment	8.48630176280954e-06	5.84880573920364e-05	11	11	0.890652082672084	0.999075791261131
DNA.repair.system.including.RecA..MutS.and.a.hypothetical.protein	Timepoint	treatment	0.000197407771506888	0.000156885535267258	11	11	0.278428183781149	0.999075791261131
tRNA.aminoacylation..Lys	Timepoint	treatment	-8.65560092860293e-05	9.68598237741329e-05	11	11	0.465818014449825	0.999075791261131
tRNA.aminoacylation..Ala	Timepoint	treatment	-4.50818831656134e-05	3.9878251189631e-05	11	11	0.312642190874958	0.999075791261131
tRNA.aminoacylation..Phe	Timepoint	treatment	-2.72896638878752e-06	0.00012095209107792	11	11	0.982869837340052	0.999075791261131
Methylthiotransferases	Timepoint	treatment	0.000105281445607894	0.000112223068935509	11	11	0.396021233993694	0.999075791261131
Murein.hydrolase.regulation.and.cell.death	Timepoint	treatment	-4.01391326581987e-05	0.000230919618727065	11	11	0.865851502065074	0.999075791261131
Resistance.to.Triclosan	Timepoint	treatment	-0.000136492945033175	7.88420723770987e-05	11	11	0.157726702344951	0.999075791261131
tRNA.aminoacylation..Asp	Timepoint	treatment	5.06647908142782e-05	9.1023302944188e-05	11	11	0.60852497463674	0.999075791261131
D.gluconate.and.ketogluconates.metabolism	Timepoint	treatment	-0.00031879885586399	0.000144126693414204	11	11	0.0809808814397554	0.999075791261131
Stringent.Response...p.ppGpp.metabolism	Timepoint	treatment	7.32534174397028e-05	7.78781313843639e-05	11	11	0.398009561523688	0.999075791261131
RNA.polymerase..bacterial	Timepoint	treatment	-1.73930791171218e-05	6.69049985674527e-05	11	11	0.806115693688583	0.999075791261131
Peptidase.clustering.with.DAP	Timepoint	treatment	-2.13615486710215e-05	0.000137274186757009	11	11	0.882587433248899	0.999075791261131
Ribonuclease.H	Timepoint	treatment	8.65755420707538e-05	8.54653037929029e-05	11	11	0.363859175995874	0.999075791261131
NhaA..NhaD.and.Sodium.dependent.phosphate.transporters	Timepoint	treatment	-9.35828833529829e-05	0.000110996726335853	11	11	0.444400907739261	0.999075791261131
CRISPR.proteins	Timepoint	treatment	-6.57462138044512e-05	0.000184515804726269	11	11	0.738600856195466	0.999075791261131
NiFe.hydrogenase.maturation	Timepoint	treatment	3.93923789680944e-05	0.000333012094573547	11	11	0.910514258519844	0.999075791261131
One.carbon.metabolism.by.tetrahydropterines	Timepoint	treatment	0.00012962442548608	0.000126375740476348	11	11	0.358695101205499	0.999075791261131
Type.IV.pilus	Timepoint	treatment	-0.000376925533541691	0.000276288907517902	11	11	0.240796174886592	0.999075791261131
Toxin.Antitoxin.system.HigAB	Timepoint	treatment	-0.000460553626759673	0.00020521297050481	11	11	0.0839095116836456	0.999075791261131
Cardiolipin.biosynthesis	Timepoint	treatment	-0.00023670816190597	0.000143934957410642	11	11	0.206146890792497	0.999075791261131
Fusidic.acid.resistance	Timepoint	treatment	-5.35755666381578e-05	9.39782213831013e-05	11	11	0.582569370795784	0.999075791261131
Pyruvate.ferredoxin.oxidoreductase	Timepoint	treatment	0.000145448952515455	0.000119750660522145	11	11	0.279278774074928	0.999075791261131
Fatty.Acid.Biosynthesis.FASII	Timepoint	treatment	6.14948761499911e-07	0.000124829780079787	11	11	0.996264586283002	0.999075791261131
FtsEX.cell.division.associated.signaling.system	Timepoint	treatment	-9.60808849059412e-05	0.00011783398979721	11	11	0.451645966228771	0.999075791261131
Sporulation.associated.proteins.with.broader.functions	Timepoint	treatment	-0.000108955366383695	8.11651365787187e-05	11	11	0.249580592095004	0.999075791261131
Inositol.catabolism	Timepoint	treatment	-0.000249554587447232	0.000104773772163963	11	11	0.0801948857906487	0.999075791261131
Hyperosmotic.potassium.uptake	Timepoint	treatment	-6.6134056340013e-05	0.000171545341506952	11	11	0.708806486599723	0.999075791261131
Putative.oxidase.COG2907	Timepoint	treatment	-0.000233430153435242	0.000245923961123868	11	11	0.396167723675887	0.999075791261131
Purine.nucleotide.synthesis.regulator	Timepoint	treatment	-5.03160731090911e-06	0.000137861521791727	11	11	0.972426755572954	0.999075791261131
Phd.Doc..YdcE.YdcD.toxin.antitoxin..programmed.cell.death..systems	Timepoint	treatment	-2.35787768797274e-05	0.000203457356334505	11	11	0.912138221809188	0.999075791261131
tRNA.aminoacylation..Val	Timepoint	treatment	1.8862421991592e-05	7.73176894024588e-05	11	11	0.817152008864874	0.999075791261131
Histidine.Biosynthesis	Timepoint	treatment	-5.0509387785112e-05	8.13764537749028e-05	11	11	0.568226344215848	0.999075791261131
Ribonuclease.J.family	Timepoint	treatment	-5.87831001759355e-05	4.69805873053239e-05	11	11	0.280092634484958	0.999075791261131
Widespread.colonization.island	Timepoint	treatment	-0.000240008503389169	0.000120743147097013	11	11	0.116618245449087	0.999075791261131
HPr.catabolite.repression.system	Timepoint	treatment	-0.000233330925786053	0.000256617513550601	11	11	0.406303002596169	0.999075791261131
D.Galacturonate.and.D.Glucuronate.Utilization	Timepoint	treatment	0.00118273824496542	0.00112266829175689	11	11	0.353475164736322	0.999075791261131
Lambdoid.phage	Timepoint	treatment	-0.000193659437528905	0.000105330181085093	11	11	0.138175635554167	0.999075791261131
tRNA.aminoacylation..Met	Timepoint	treatment	5.63549309629209e-05	0.000132976302926176	11	11	0.68954410922265	0.999075791261131
Entner.Doudoroff.Pathway	Timepoint	treatment	-0.000149067510967274	0.000239441431993563	11	11	0.564661579751952	0.999075791261131
Damaged.nicotinamide.nucleotide.NAD.P.HX.repair	Timepoint	treatment	7.86622318689805e-05	6.78170533396977e-05	11	11	0.301519165055462	0.999075791261131
Carbonic.anhydrase	Timepoint	treatment	-6.43709901317364e-05	0.000190153666739231	11	11	0.749916854495672	0.999075791261131
Undecaprenyl.diphosphatases	Timepoint	treatment	-6.50903153641538e-05	6.82572496794197e-05	11	11	0.391328832209821	0.999075791261131
tRNA.aminoacylation..Ser	Timepoint	treatment	4.18275427186083e-05	3.54280215308702e-05	11	11	0.299066211716281	0.999075791261131
Methylglyoxal.Metabolism	Timepoint	treatment	7.80090731358378e-05	0.000108551179942284	11	11	0.511307238581519	0.999075791261131
tRNA.nucleotidyltransferase	Timepoint	treatment	-0.000140292365787341	7.94517950323205e-05	11	11	0.143569591976667	0.999075791261131
KDO2.Lipid.A.biosynthesis	Timepoint	treatment	0.000338198945395678	0.000489990716448463	11	11	0.534242065208601	0.999075791261131
D.3.phosphoglycerate.to.phosphoserine.module	Timepoint	treatment	-0.000104642422589788	0.000157693436049172	11	11	0.539965515819651	0.999075791261131
L.serine.dehydratase.subunits	Timepoint	treatment	3.66260987254782e-05	5.44865509857383e-05	11	11	0.518336291677036	0.999075791261131
Amino.acid.racemase	Timepoint	treatment	-3.0802226271573e-05	9.06172066137807e-05	11	11	0.747918904985182	0.999075791261131
YoeB.YefM.toxin.antitoxin.system	Timepoint	treatment	-0.000211302432429429	8.52298195483683e-05	11	11	0.0673889558250111	0.999075791261131
tRNA.aminoacylation..Leu	Timepoint	treatment	2.60946217610245e-05	4.97991528543778e-05	11	11	0.625601713935345	0.999075791261131
Biotin.biosynthesis	Timepoint	treatment	-4.13082622486745e-05	0.000121516575303102	11	11	0.748974862153654	0.999075791261131
Acetyl.CoA.Pathway.Wood.Ljungdahl	Timepoint	treatment	0.00014936177914235	0.000585695562157398	11	11	0.804442564947949	0.999075791261131
Methylenetetrahydrofolate.reductase	Timepoint	treatment	-0.000101691934097394	9.3009833264085e-05	11	11	0.328167445756074	0.999075791261131
Propanediol.utilization	Timepoint	treatment	-1.97731916881349e-06	0.000290114517140335	11	11	0.994875068679176	0.999075791261131
Sporulation.proteins.SpoIIIAA.SpoIIIAH	Timepoint	treatment	-0.000101206952577365	8.13439733077356e-05	11	11	0.281097629003786	0.999075791261131
tRNA.aminoacylation..Trp	Timepoint	treatment	-2.54666188331149e-05	6.7167462079298e-05	11	11	0.720655657697891	0.999075791261131
tRNA.aminoacylation..Arg	Timepoint	treatment	-1.48205476565579e-05	4.42125983663045e-05	11	11	0.752849518552679	0.999075791261131
tRNA.aminoacylation..Thr	Timepoint	treatment	-9.40758840684621e-06	4.76794169833267e-05	11	11	0.851775041787576	0.999075791261131
Bile.hydrolysis	Timepoint	treatment	-4.14595031995788e-05	8.9185893524396e-05	11	11	0.664551693949776	0.999075791261131
Chemotaxis.in.Escherichia.coli.and.Bacillus.subtilis	Timepoint	treatment	-0.000267099761353085	0.000361385452096193	11	11	0.494143670813254	0.999075791261131
tRNA.aminoacylation..His	Timepoint	treatment	2.70639296357211e-05	8.34788913739635e-05	11	11	0.760117792956387	0.999075791261131
tRNA.aminoacylation..Glu	Timepoint	treatment	-1.27000322116661e-06	5.11783515671204e-05	11	11	0.981181868544935	0.999075791261131
Cell.division.initiation.related.cluster	Timepoint	treatment	0.000258541633491261	0.0001951186015824	11	11	0.254780261084176	0.999075791261131
tRNA.aminoacylation..Cys	Timepoint	treatment	3.72445866759727e-05	6.67002281025461e-05	11	11	0.602986266400151	0.999075791261131
Translation.elongation.factor.G.family	Timepoint	treatment	-0.000139006010416685	4.90043938204206e-05	11	11	0.0483294802111387	0.999075791261131
tRNA.aminoacylation..Gly	Timepoint	treatment	6.22367552277918e-05	4.43480691315021e-05	11	11	0.229345551333713	0.999075791261131
Fatty.Acid.Biosynthesis.cluster	Timepoint	treatment	9.3033231769281e-05	9.54371214732747e-05	11	11	0.386665206984964	0.999075791261131
tRNA.aminoacylation..Tyr	Timepoint	treatment	-1.07761679682803e-05	5.07150854281775e-05	11	11	0.840709691062919	0.999075791261131
Isoprenoid.Biosynthesis..Interconversions	Timepoint	treatment	-5.92577692532141e-05	7.76009313560185e-05	11	11	0.487729237597037	0.999075791261131
Acyl.carrier.protein	Timepoint	treatment	-5.74520863414728e-05	6.85069034464727e-05	11	11	0.451356413348642	0.999075791261131
DNA.repair..bacterial.DinG.and.relatives	Timepoint	treatment	6.35773995365265e-05	0.000133889531007767	11	11	0.657893552411889	0.999075791261131
RecA.and.RecX	Timepoint	treatment	-4.18037659860926e-05	6.41781961568671e-05	11	11	0.531085832384598	0.999075791261131
Conjugative.transfer	Timepoint	treatment	-0.000191803469741591	0.000202404695376398	11	8	0.390467086319578	0.999075791261131
Mupirocin.resistance	Timepoint	treatment	-9.62109694479015e-05	6.51917771705438e-05	11	11	0.210109107952796	0.999075791261131
Cell.envelope.associated.LytR.CpsA.Psr.transcriptional.attenuators	Timepoint	treatment	-3.70914450801032e-05	8.73236191583028e-05	11	11	0.691093170333423	0.999075791261131
Selenocysteine.metabolism	Timepoint	treatment	-7.10595826302462e-05	0.000169580302668078	11	11	0.699737145938033	0.999075791261131
Bacterial.cell.division.related.cluster.2	Timepoint	treatment	-1.43681669038805e-05	4.5115324070311e-05	11	11	0.757389989335055	0.999075791261131
Biosynthesis.of.Arabinogalactan.in.Mycobacteria	Timepoint	treatment	-1.65996137712178e-05	7.94826680552747e-05	11	11	0.843776807598671	0.999075791261131
dTDP.rhamnose.synthesis	Timepoint	treatment	-7.32071227628765e-05	7.93144029231168e-05	11	11	0.403162023314215	0.999075791261131
Tripartite.multidrug.efflux.systems..of.RND.type..in.Pseudomonas	Timepoint	treatment	-5.90898205973415e-05	0.000219051226734854	11	11	0.798206942552367	0.999075791261131
Biotin.synthesis.cluster	Timepoint	treatment	-9.76040280694335e-05	0.000113122477980543	11	11	0.43170318357003	0.999075791261131
SecY2.SecA2.Specialized.Transport.System	Timepoint	treatment	-0.00025071032099842	0.000151154330650253	11	11	0.170068006550974	0.999075791261131
Repair.of.Iron.Centers	Timepoint	treatment	-0.000126602359912681	0.000193566074334336	11	11	0.542302088288417	0.999075791261131
CtsR.and.MscAB.regulation.of.protein.degradation	Timepoint	treatment	8.97825658803993e-05	0.000140985898005502	11	11	0.566156939833944	0.999075791261131
Heme..hemin.uptake.and.utilization.systems.in.GramPositives	Timepoint	treatment	-3.73802093306939e-05	6.16792291074101e-05	11	11	0.574059824315096	0.999075791261131
Urea.cycle	Timepoint	treatment	-0.000215016807212764	0.000255975647835392	11	11	0.444834538833407	0.999075791261131
rRNA.modification.related.cluster.including.tlyA	Timepoint	treatment	-0.00011449435574448	0.000364471262110087	11	11	0.760575675727405	0.999075791261131
Lipoylated.proteins	Timepoint	treatment	0.000281722314581276	0.000113270826845641	11	11	0.0729299359125988	0.999075791261131
Arsenic.resistance	Timepoint	treatment	-5.05624884356978e-05	9.04551140184801e-05	11	11	0.608569721749413	0.999075791261131
