"row"	"column"	"cor"	"p"
"51"	"1103_V6_D29_PowerFecal_DNA"	"2103_V6_D29"	0.863925278788445	0
"52"	"2103_V2_D1_CTAB_DNA"	"2103_V6_D29"	0.954761898896223	0
"53"	"2103_V2_D1"	"2103_V6_D29"	0.961271879577444	0
"54"	"2103_V2_D1_PowerFecal_DNA"	"2103_V6_D29"	0.92614918393719	0
"55"	"2103_V6_D29_CTAB_DNA"	"2103_V6_D29"	0.924299249794417	0
"56"	"1103_V2_D1_CTAB_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.970533989122519	0
"57"	"1103_V2_D1"	"2103_V6_D29_PowerFecal_DNA"	0.874320149820209	0
"58"	"1103_V2_D1_PowerFecal_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.942778641540836	0
"59"	"1103_V6_D29_CTAB_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.960385265321498	0
"60"	"1103_V6_D29"	"2103_V6_D29_PowerFecal_DNA"	0.98176369343862	0
"61"	"1103_V6_D29_PowerFecal_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.983913253375279	0
"62"	"2103_V2_D1_CTAB_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.983526934205912	0
"63"	"2103_V2_D1"	"2103_V6_D29_PowerFecal_DNA"	0.971465806849315	0
"64"	"2103_V2_D1_PowerFecal_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.994695708606202	0
"65"	"2103_V6_D29_CTAB_DNA"	"2103_V6_D29_PowerFecal_DNA"	0.988823663035518	0
"66"	"2103_V6_D29"	"2103_V6_D29_PowerFecal_DNA"	0.916705640299261	0
"67"	"1103_V2_D1_CTAB_DNA"	"2202_V2_D1_CTAB_DNA"	0.980408801328095	0
"68"	"1103_V2_D1"	"2202_V2_D1_CTAB_DNA"	0.848428082239488	0
"69"	"1103_V2_D1_PowerFecal_DNA"	"2202_V2_D1_CTAB_DNA"	0.945646197729205	0
"70"	"1103_V6_D29_CTAB_DNA"	"2202_V2_D1_CTAB_DNA"	0.989675514949384	0
"71"	"1103_V6_D29"	"2202_V2_D1_CTAB_DNA"	0.985816559526864	0
"72"	"1103_V6_D29_PowerFecal_DNA"	"2202_V2_D1_CTAB_DNA"	0.979898015013247	0
"73"	"2103_V2_D1_CTAB_DNA"	"2202_V2_D1_CTAB_DNA"	0.949553710032546	0
"74"	"2103_V2_D1"	"2202_V2_D1_CTAB_DNA"	0.93398108674323	0
"75"	"2103_V2_D1_PowerFecal_DNA"	"2202_V2_D1_CTAB_DNA"	0.966526817874318	0
"76"	"2103_V6_D29_CTAB_DNA"	"2202_V2_D1_CTAB_DNA"	0.979045172888288	0
"77"	"2103_V6_D29"	"2202_V2_D1_CTAB_DNA"	0.851746546466268	0
"78"	"2103_V6_D29_PowerFecal_DNA"	"2202_V2_D1_CTAB_DNA"	0.973312724653937	0
"79"	"1103_V2_D1_CTAB_DNA"	"2202_V2_D1"	0.976463138947369	0
"80"	"1103_V2_D1"	"2202_V2_D1"	0.870623847175403	0
"81"	"1103_V2_D1_PowerFecal_DNA"	"2202_V2_D1"	0.944988380447014	0
"82"	"1103_V6_D29_CTAB_DNA"	"2202_V2_D1"	0.968822584815595	0
"83"	"1103_V6_D29"	"2202_V2_D1"	0.986566501792434	0
"84"	"1103_V6_D29_PowerFecal_DNA"	"2202_V2_D1"	0.973654478331877	0
"85"	"2103_V2_D1_CTAB_DNA"	"2202_V2_D1"	0.963164107396978	0
"86"	"2103_V2_D1"	"2202_V2_D1"	0.952422573640209	0
"87"	"2103_V2_D1_PowerFecal_DNA"	"2202_V2_D1"	0.971805390303686	0
"88"	"2103_V6_D29_CTAB_DNA"	"2202_V2_D1"	0.981064832264538	0
"89"	"2103_V6_D29"	"2202_V2_D1"	0.88537330589332	0
"90"	"2103_V6_D29_PowerFecal_DNA"	"2202_V2_D1"	0.974697748160413	0
"91"	"2202_V2_D1_CTAB_DNA"	"2202_V2_D1"	0.990099864355341	0
"92"	"1103_V2_D1_CTAB_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.977665923821055	0
"93"	"1103_V2_D1"	"2202_V2_D1_PowerFecal_DNA"	0.835831166465307	0
"94"	"1103_V2_D1_PowerFecal_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.942731877572196	0
"95"	"1103_V6_D29_CTAB_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.994496301435241	0
"96"	"1103_V6_D29"	"2202_V2_D1_PowerFecal_DNA"	0.982527883484781	0
"97"	"1103_V6_D29_PowerFecal_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.980004126992527	0
"98"	"2103_V2_D1_CTAB_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.938794576268857	0
"99"	"2103_V2_D1"	"2202_V2_D1_PowerFecal_DNA"	0.919884601182498	0
"100"	"2103_V2_D1_PowerFecal_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.959748289607863	0
"101"	"2103_V6_D29_CTAB_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.97348033065208	0
"102"	"2103_V6_D29"	"2202_V2_D1_PowerFecal_DNA"	0.835373892023924	0
"103"	"2103_V6_D29_PowerFecal_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.968899294573389	0
"104"	"2202_V2_D1_CTAB_DNA"	"2202_V2_D1_PowerFecal_DNA"	0.998376989426322	0
"105"	"2202_V2_D1"	"2202_V2_D1_PowerFecal_DNA"	0.986069056581506	0
"106"	"1103_V2_D1_CTAB_DNA"	"2202_V5_D22_CTAB_DNA"	0.976664600126713	0
"107"	"1103_V2_D1"	"2202_V5_D22_CTAB_DNA"	0.835160782390692	0
"108"	"1103_V2_D1_PowerFecal_DNA"	"2202_V5_D22_CTAB_DNA"	0.943260247209128	0
"109"	"1103_V6_D29_CTAB_DNA"	"2202_V5_D22_CTAB_DNA"	0.994871550708378	0
"110"	"1103_V6_D29"	"2202_V5_D22_CTAB_DNA"	0.982682482176042	0
"111"	"1103_V6_D29_PowerFecal_DNA"	"2202_V5_D22_CTAB_DNA"	0.9867386966355	0
"112"	"2103_V2_D1_CTAB_DNA"	"2202_V5_D22_CTAB_DNA"	0.940704953204581	0
"113"	"2103_V2_D1"	"2202_V5_D22_CTAB_DNA"	0.920314833328746	0
"114"	"2103_V2_D1_PowerFecal_DNA"	"2202_V5_D22_CTAB_DNA"	0.964338943264172	0
"115"	"2103_V6_D29_CTAB_DNA"	"2202_V5_D22_CTAB_DNA"	0.972936973338601	0
"116"	"2103_V6_D29"	"2202_V5_D22_CTAB_DNA"	0.835559279325491	0
"117"	"2103_V6_D29_PowerFecal_DNA"	"2202_V5_D22_CTAB_DNA"	0.974179074478477	0
"118"	"2202_V2_D1_CTAB_DNA"	"2202_V5_D22_CTAB_DNA"	0.993840475650515	0
"119"	"2202_V2_D1"	"2202_V5_D22_CTAB_DNA"	0.983827389054569	0
"120"	"2202_V2_D1_PowerFecal_DNA"	"2202_V5_D22_CTAB_DNA"	0.996992479626664	0
"121"	"1103_V2_D1_CTAB_DNA"	"2202_V5_D22"	0.981138218793754	0
"122"	"1103_V2_D1"	"2202_V5_D22"	0.876917843097513	0
"123"	"1103_V2_D1_PowerFecal_DNA"	"2202_V5_D22"	0.952664051822659	0
"124"	"1103_V6_D29_CTAB_DNA"	"2202_V5_D22"	0.974065339774724	0
"125"	"1103_V6_D29"	"2202_V5_D22"	0.990582004873942	0
"126"	"1103_V6_D29_PowerFecal_DNA"	"2202_V5_D22"	0.989520835853899	0
"127"	"2103_V2_D1_CTAB_DNA"	"2202_V5_D22"	0.975545256900889	0
"128"	"2103_V2_D1"	"2202_V5_D22"	0.964297480502675	0
"129"	"2103_V2_D1_PowerFecal_DNA"	"2202_V5_D22"	0.98769160678819	0
"130"	"2103_V6_D29_CTAB_DNA"	"2202_V5_D22"	0.983639386581727	0
"131"	"2103_V6_D29"	"2202_V5_D22"	0.888238172433904	0
"132"	"2103_V6_D29_PowerFecal_DNA"	"2202_V5_D22"	0.98810118767395	0
"133"	"2202_V2_D1_CTAB_DNA"	"2202_V5_D22"	0.988478285704282	0
"134"	"2202_V2_D1"	"2202_V5_D22"	0.988715343240389	0
"135"	"2202_V2_D1_PowerFecal_DNA"	"2202_V5_D22"	0.984546097350333	0
"136"	"2202_V5_D22_CTAB_DNA"	"2202_V5_D22"	0.986888364869061	0
"137"	"1103_V2_D1_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.970559346948319	0
"138"	"1103_V2_D1"	"2202_V5_D22_PowerFecal_DNA"	0.823525789461723	0
"139"	"1103_V2_D1_PowerFecal_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.937450338373417	0
"140"	"1103_V6_D29_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.993921081002101	0
"141"	"1103_V6_D29"	"2202_V5_D22_PowerFecal_DNA"	0.976266475988515	0
"142"	"1103_V6_D29_PowerFecal_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.989337509933001	0
"143"	"2103_V2_D1_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.935544527155318	0
"144"	"2103_V2_D1"	"2202_V5_D22_PowerFecal_DNA"	0.913365911853897	0
"145"	"2103_V2_D1_PowerFecal_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.963448141364721	0
"146"	"2103_V6_D29_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.966179169775739	0
"147"	"2103_V6_D29"	"2202_V5_D22_PowerFecal_DNA"	0.822522920996441	0
"148"	"2103_V6_D29_PowerFecal_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.973969462279435	0
"149"	"2202_V2_D1_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.987240066023953	0
"150"	"2202_V2_D1"	"2202_V5_D22_PowerFecal_DNA"	0.971261948198987	0
"151"	"2202_V2_D1_PowerFecal_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.991437232186171	0
"152"	"2202_V5_D22_CTAB_DNA"	"2202_V5_D22_PowerFecal_DNA"	0.997022213385575	0
"153"	"2202_V5_D22"	"2202_V5_D22_PowerFecal_DNA"	0.98313111645915	0
"154"	"1103_V2_D1_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.966862250126495	0
"155"	"1103_V2_D1"	"3204_V2_D1_CTAB_DNA"	0.803797122677052	0
"156"	"1103_V2_D1_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.929375316930306	0
"157"	"1103_V6_D29_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.999238847206895	0
"158"	"1103_V6_D29"	"3204_V2_D1_CTAB_DNA"	0.967233492336683	0
"159"	"1103_V6_D29_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.972536823663611	0
"160"	"2103_V2_D1_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.911371741679445	0
"161"	"2103_V2_D1"	"3204_V2_D1_CTAB_DNA"	0.886762582508054	0
"162"	"2103_V2_D1_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.940872943901779	0
"163"	"2103_V6_D29_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.96010701606088	0
"164"	"2103_V6_D29"	"3204_V2_D1_CTAB_DNA"	0.793809142265822	0
"165"	"2103_V6_D29_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.955890475547263	0
"166"	"2202_V2_D1_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.987234499690038	0
"167"	"2202_V2_D1"	"3204_V2_D1_CTAB_DNA"	0.965445402692776	0
"168"	"2202_V2_D1_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.992957862089076	0
"169"	"2202_V5_D22_CTAB_DNA"	"3204_V2_D1_CTAB_DNA"	0.993951869699944	0
"170"	"2202_V5_D22"	"3204_V2_D1_CTAB_DNA"	0.970020079051697	0
"171"	"2202_V5_D22_PowerFecal_DNA"	"3204_V2_D1_CTAB_DNA"	0.993259650359137	0
"172"	"1103_V2_D1_CTAB_DNA"	"3204_V2_D1"	0.978821007698494	0
"173"	"1103_V2_D1"	"3204_V2_D1"	0.88273703040321	0
"174"	"1103_V2_D1_PowerFecal_DNA"	"3204_V2_D1"	0.948152015371594	0
"175"	"1103_V6_D29_CTAB_DNA"	"3204_V2_D1"	0.964880413897534	0
"176"	"1103_V6_D29"	"3204_V2_D1"	0.986325686967631	0
"177"	"1103_V6_D29_PowerFecal_DNA"	"3204_V2_D1"	0.971673402682591	0
"178"	"2103_V2_D1_CTAB_DNA"	"3204_V2_D1"	0.969116117918966	0
"179"	"2103_V2_D1"	"3204_V2_D1"	0.960736080210358	0
"180"	"2103_V2_D1_PowerFecal_DNA"	"3204_V2_D1"	0.975265421065821	0
"181"	"2103_V6_D29_CTAB_DNA"	"3204_V2_D1"	0.98613811359349	0
"182"	"2103_V6_D29"	"3204_V2_D1"	0.894024709151349	0
"183"	"2103_V6_D29_PowerFecal_DNA"	"3204_V2_D1"	0.978149392088579	0
"184"	"2202_V2_D1_CTAB_DNA"	"3204_V2_D1"	0.982785369370553	0
"185"	"2202_V2_D1"	"3204_V2_D1"	0.986282579828399	0
"186"	"2202_V2_D1_PowerFecal_DNA"	"3204_V2_D1"	0.975955524808504	0
"187"	"2202_V5_D22_CTAB_DNA"	"3204_V2_D1"	0.974194620443761	0
"188"	"2202_V5_D22"	"3204_V2_D1"	0.988917161227315	0
"189"	"2202_V5_D22_PowerFecal_DNA"	"3204_V2_D1"	0.965830481132344	0
"190"	"3204_V2_D1_CTAB_DNA"	"3204_V2_D1"	0.961232003215537	0
"191"	"1103_V2_D1_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.971466374331508	0
"192"	"1103_V2_D1"	"3204_V2_D1_PowerFecal_DNA"	0.81627834539596	0
"193"	"1103_V2_D1_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.934526084831395	0
"194"	"1103_V6_D29_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.998493576751935	0
"195"	"1103_V6_D29"	"3204_V2_D1_PowerFecal_DNA"	0.972846986124736	0
"196"	"1103_V6_D29_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.975990007839227	0
"197"	"2103_V2_D1_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.922929920216844	0
"198"	"2103_V2_D1"	"3204_V2_D1_PowerFecal_DNA"	0.900780561909916	0
"199"	"2103_V2_D1_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.949862790995298	0
"200"	"2103_V6_D29_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.968550317746551	0
"201"	"2103_V6_D29"	"3204_V2_D1_PowerFecal_DNA"	0.812244077678519	0
"202"	"2103_V6_D29_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.964878119520622	0
"203"	"2202_V2_D1_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.989861498802062	0
"204"	"2202_V2_D1"	"3204_V2_D1_PowerFecal_DNA"	0.969836807926102	0
"205"	"2202_V2_D1_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.993963603346438	0
"206"	"2202_V5_D22_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.994522099440181	0
"207"	"2202_V5_D22"	"3204_V2_D1_PowerFecal_DNA"	0.975552322692485	0
"208"	"2202_V5_D22_PowerFecal_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.993667983000258	0
"209"	"3204_V2_D1_CTAB_DNA"	"3204_V2_D1_PowerFecal_DNA"	0.998518484803414	0
"210"	"3204_V2_D1"	"3204_V2_D1_PowerFecal_DNA"	0.968569081433083	0
"211"	"1103_V2_D1_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.973828757549445	0
"212"	"1103_V2_D1"	"3204_V6_D29_CTAB_DNA"	0.822066287516225	0
"213"	"1103_V2_D1_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.937420609781261	0
"214"	"1103_V6_D29_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.998131113392638	0
"215"	"1103_V6_D29"	"3204_V6_D29_CTAB_DNA"	0.974813330429065	0
"216"	"1103_V6_D29_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.977164688150271	0
"217"	"2103_V2_D1_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.926688187280125	0
"218"	"2103_V2_D1"	"3204_V6_D29_CTAB_DNA"	0.90488937819833	0
"219"	"2103_V2_D1_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.952010271126467	0
"220"	"2103_V6_D29_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.970194223141053	0
"221"	"2103_V6_D29"	"3204_V6_D29_CTAB_DNA"	0.816549473041415	0
"222"	"2103_V6_D29_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.965569484911677	0
"223"	"2202_V2_D1_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.990477718382944	0
"224"	"2202_V2_D1"	"3204_V6_D29_CTAB_DNA"	0.971371467602728	0
"225"	"2202_V2_D1_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.993967671111007	0
"226"	"2202_V5_D22_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.994609974864404	0
"227"	"2202_V5_D22"	"3204_V6_D29_CTAB_DNA"	0.978229184949193	0
"228"	"2202_V5_D22_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.993370067651086	0
"229"	"3204_V2_D1_CTAB_DNA"	"3204_V6_D29_CTAB_DNA"	0.998086580275734	0
"230"	"3204_V2_D1"	"3204_V6_D29_CTAB_DNA"	0.972901316840257	0
"231"	"3204_V2_D1_PowerFecal_DNA"	"3204_V6_D29_CTAB_DNA"	0.999010617178092	0
"232"	"1103_V2_D1_CTAB_DNA"	"3204_V6_D29"	0.944606269023492	0
"233"	"1103_V2_D1"	"3204_V6_D29"	0.844764218673986	0
"234"	"1103_V2_D1_PowerFecal_DNA"	"3204_V6_D29"	0.916295319274516	0
"235"	"1103_V6_D29_CTAB_DNA"	"3204_V6_D29"	0.935980647683484	0
"236"	"1103_V6_D29"	"3204_V6_D29"	0.949757005843968	0
"237"	"1103_V6_D29_PowerFecal_DNA"	"3204_V6_D29"	0.934017609547351	0
"238"	"2103_V2_D1_CTAB_DNA"	"3204_V6_D29"	0.920732206346334	0
"239"	"2103_V2_D1"	"3204_V6_D29"	0.911977783212596	0
"240"	"2103_V2_D1_PowerFecal_DNA"	"3204_V6_D29"	0.928403598073951	0
"241"	"2103_V6_D29_CTAB_DNA"	"3204_V6_D29"	0.942227419879823	0
"242"	"2103_V6_D29"	"3204_V6_D29"	0.842061403779263	0
"243"	"2103_V6_D29_PowerFecal_DNA"	"3204_V6_D29"	0.931469564293217	0
"244"	"2202_V2_D1_CTAB_DNA"	"3204_V6_D29"	0.951819732068914	0
"245"	"2202_V2_D1"	"3204_V6_D29"	0.946904666431256	0
"246"	"2202_V2_D1_PowerFecal_DNA"	"3204_V6_D29"	0.946187756902059	0
"247"	"2202_V5_D22_CTAB_DNA"	"3204_V6_D29"	0.940881191942791	0
"248"	"2202_V5_D22"	"3204_V6_D29"	0.95534075764665	0
"249"	"2202_V5_D22_PowerFecal_DNA"	"3204_V6_D29"	0.932460739555535	0
"250"	"3204_V2_D1_CTAB_DNA"	"3204_V6_D29"	0.933510856927032	0
"251"	"3204_V2_D1"	"3204_V6_D29"	0.972140826483605	0
"252"	"3204_V2_D1_PowerFecal_DNA"	"3204_V6_D29"	0.937470097897162	0
"253"	"3204_V6_D29_CTAB_DNA"	"3204_V6_D29"	0.946195922148066	0
"254"	"1103_V2_D1_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.977094681097416	0
"255"	"1103_V2_D1"	"3204_V6_D29_PowerFecal_DNA"	0.8369827624215	0
"256"	"1103_V2_D1_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.942676940474035	0
"257"	"1103_V6_D29_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.993358663320061	0
"258"	"1103_V6_D29"	"3204_V6_D29_PowerFecal_DNA"	0.979723267944404	0
"259"	"1103_V6_D29_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.976744457405371	0
"260"	"2103_V2_D1_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.934257946319096	0
"261"	"2103_V2_D1"	"3204_V6_D29_PowerFecal_DNA"	0.91562551458346	0
"262"	"2103_V2_D1_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.955816895149972	0
"263"	"2103_V6_D29_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.973513728067405	0
"264"	"2103_V6_D29"	"3204_V6_D29_PowerFecal_DNA"	0.83316228800193	0
"265"	"2103_V6_D29_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.967589853775916	0
"266"	"2202_V2_D1_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.992624756623719	0
"267"	"2202_V2_D1"	"3204_V6_D29_PowerFecal_DNA"	0.976519808889918	0
"268"	"2202_V2_D1_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.994020421756109	0
"269"	"2202_V5_D22_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.992245024477449	0
"270"	"2202_V5_D22"	"3204_V6_D29_PowerFecal_DNA"	0.982345695933899	0
"271"	"2202_V5_D22_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.988915183500485	0
"272"	"3204_V2_D1_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.992547080751072	0
"273"	"3204_V2_D1"	"3204_V6_D29_PowerFecal_DNA"	0.981277085420876	0
"274"	"3204_V2_D1_PowerFecal_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.994545084102776	0
"275"	"3204_V6_D29_CTAB_DNA"	"3204_V6_D29_PowerFecal_DNA"	0.996196540931183	0
"276"	"3204_V6_D29"	"3204_V6_D29_PowerFecal_DNA"	0.966924737960866	0
"277"	"1103_V2_D1_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.941206775612924	0
"278"	"1103_V2_D1"	"3216_V2_D1_CTAB_DNA"	0.842093758368025	0
"279"	"1103_V2_D1_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.912136038008863	0
"280"	"1103_V6_D29_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.931005825616482	0
"281"	"1103_V6_D29"	"3216_V2_D1_CTAB_DNA"	0.942369955984113	0
"282"	"1103_V6_D29_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.927698971425189	0
